observation.date,common.name,observation.count,juvenile.count,egg.count,phenological.stage,unclear how many eggs,problematic,breed,behaviour,notes,age.sex,breeding.code,breeding.category,behavior.code,breeding.possibility,sampling.time,survey.id,doy,spec.code,time,num.observers,sampling.effort,effort.multiplier,observers,date,period,year,month,day,survey.num,transect,start.time,end.time,rec.num,end.time.filled,transect.id,scientific.name,locality,protocol.type
2019-08-02,Green-winged Teal,7,5,0,nest_w_chicks,NA,NA,NA,NA,Fem w brood,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-12,Green-winged Teal,6,5,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2019-08-06,Green-winged Teal,7,6,0,nest_w_chicks,NA,NA,NA,NA,Mom 6 young,"Female, Adult (1); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-05,Pacific Loon,18,0,0,NA,NA,NA,NA,NA,W/E,"Unknown Sex, Adult (18)",CF,C4,CF,Confirmed,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia pacifica,Qikiqtaruk--Collinson Head,Stationary
2019-08-08,Rough-legged Hawk,4,2,0,nest_w_chicks,NA,NA,NA,NA,Local; two adults at nest with two young on cliff.,"Female, Adult (1); Unknown Sex, Juvenile (2); Male, Adult (1)",NY,C4,NY,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Fold,Traveling
2019-08-08,Snowy Owl,3,1,0,nest_w_chicks,NA,NA,NA,NA,Local;  big non-flying baby at or very near nest.,"Unknown Sex, Adult (2); Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Fold,Traveling
2019-08-02,Snowy Owl,4,3,0,nest_w_chicks,NA,NA,NA,NA,Large juvs,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (3)",FL,C4,FL,Confirmed,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2022-06-25,American Pipit,1,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,"Herschel Island â€“ Qikiqtaruk Territorial Park, Old Crow CA-YT 69.58003, -138.88432",Incidental
2022-06-24,American Pipit,2,0,2,nest_w_eggs,NA,NA,NA,NA,Nest w 2 eggs,,NE,C4,NE,Confirmed,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2022-06-12,American Pipit,1,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtarukâ€”Collinson Head seawatch 2022,Stationary
2022-06-22,American Pipit,3,0,0,nest_w_chicks,NA,NA,NA,NA,3 young,,NY,C4,NY,Confirmed,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2022-06-11,Canada Goose,6,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Branta canadensis,Qikiqtaruk--Bell Bluff--east,Traveling
2022-06-26,Common Redpoll,3,0,0,nest,Y,NA,NA,NA,Fem on nest,,NE,C4,NE,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Ice Creek--east,Traveling
2022-06-24,Common Redpoll,2,0,5,nest_w_eggs,NA,NA,NA,NA,Nest w 5 eggs in Willow beside creek,,NE,C4,NE,Confirmed,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Ice Creek--east,Traveling
2022-06-25,Common Redpoll,3,0,0,nest,Y,NA,NA,NA,On nest found yesterday,,NE,C4,NE,Confirmed,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Ice Creek--east,Traveling
2022-06-10,Greater White-fronted Goose,2,0,5,nest_w_eggs,NA,NA,NA,NA,Ad on nest w 5 eggs,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--west,Traveling
2022-06-13,Greater White-fronted Goose,4,0,6,NA,NA,NA,NA,NA,Same nest as a few days ago. 6 eggs now,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--west,Traveling
2022-06-16,Greater White-fronted Goose,4,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--west,Traveling
2022-06-11,Greater White-fronted Goose,7,0,3,nest_w_eggs,NA,NA,NA,NA,3 eggs,,NE,C4,NE,Confirmed,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Bell Bluff--east,Traveling
2022-06-14,Greater White-fronted Goose,2,0,6,nest_w_eggs,NA,NA,NA,NA,6 eggs,,NE,C4,NE,Confirmed,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--west,Traveling
2022-06-17,Greater White-fronted Goose,1,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs continues,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--west,Traveling
2022-06-15,Greater White-fronted Goose,4,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--west,Traveling
2022-06-19,Lapland Longspur,8,6,0,nest_w_chicks,NA,NA,NA,NA,Ad f & m plus 6 babies in nest,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,"Herschel Island â€“ Qikiqtaruk Territorial Park, Old Crow CA-YT 69.57875, -138.85934",Incidental
2022-06-22,Lapland Longspur,10,5,0,nest_w_chicks,NA,NA,NA,NA,Nest w 5 young,,NY,C4,NY,Confirmed,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtarukâ€”Bell Bluff to Simpson Point,Traveling
2022-06-24,Lapland Longspur,2,3,2,nest_w_eggs_chicks,NA,NA,NA,NA,Nest w 3 young 2 eggs,,NY,C4,NY,Confirmed,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtarukâ€”Bell bluff seawatch 2022,Stationary
2022-06-10,Rough-legged Hawk,1,0,0,NA,NA,NA,NA,NA,On Nav tower,,ON,C4,ON,Confirmed,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,"Auto selected 69.53072, -139.13615",Stationary
2022-06-17,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-06-26,Semipalmated Plover,8,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-06-27,Semipalmated Sandpiper,1,0,0,nest_w_eggs,Y,NA,NA,NA,Still on eggs,,NE,C4,NE,Confirmed,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-06-17,Snow Bunting,6,0,0,nest_w_chicks,NA,NA,NA,NA,"3 nests w young; smoke shack, bone house, and gas shack",,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-06-22,Tundra Swan,1,0,4,nest_w_eggs,NA,NA,NA,NA,4 eggs in nest beside tiny pond,,NE,C4,NE,Confirmed,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cygnus columbianus,Qikiqtarukâ€”Bell Bluff to Simpson Point,Traveling
2022-06-23,White-crowned Sparrow,1,0,4,nest_w_eggs,NA,NA,NA,NA,"Nest w 4 eggs in grass cup on ground under low willow , 5 metres from creek",,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zonotrichia leucophrys,Qikiqtaruk--Ice Creek--east,Traveling
2022-08-10,Black Guillemot,2,0,0,NA,NA,NA,NA,NA,Adult banded: silver band on left leg,,NY,C4,NY,Confirmed,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-15,Black Guillemot,1,2,0,nest_w_chicks,NA,NA,NA,NA,1 ad 2 young,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-07,Black Guillemot,1,2,0,nest_w_chicks,NA,NA,NA,NA,Rangers report 2 chicks in one nest,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-13,Common Eider,9,0,0,nest_w_chicks,NA,Y,NA,NA,Fams,,FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-14,Common Eider,14,0,0,nest_w_chicks,NA,Y,NA,NA,Fams,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-04,Common Eider,8,0,0,nest_w_chicks,NA,Y,NA,NA,Fam,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-08,Common Eider,22,0,0,nest_w_chicks,NA,Y,NA,NA,Fams,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-07,Common Eider,14,0,0,nest_w_chicks,NA,Y,NA,NA,Fams,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-15,Common Eider,15,0,0,nest_w_chicks,NA,Y,NA,NA,Fams,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-09,Common Eider,20,14,0,nest_w_chicks,NA,NA,NA,NA,"Broods of 3, 5, 6",,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-06,Common Eider,8,0,0,nest_w_chicks,NA,NA,NA,NA,Fams,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-12,Common Eider,30,0,0,nest_w_chicks,NA,NA,NA,NA,Fams,,NY,C4,NY,Confirmed,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2022-08-06,Snow Bunting,9,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-24,American Pipit,6,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2023-06-17,American Pipit,1,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtarukâ€”south bluff seawatch 2023,Stationary
2023-06-13,American Pipit,1,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--East Gully,Traveling
2023-06-16,American Pipit,6,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs,,NE,C4,NE,Confirmed,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2023-06-27,American Pipit,6,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-23,American Pipit,4,0,0,NA,NA,NA,NA,NA,,,NY,C4,NY,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-17,American Pipit,4,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs,,NE,C4,NE,Confirmed,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2023-06-28,American Pipit,8,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-15,American Pipit,2,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2023-06-25,American Pipit,7,0,0,NA,NA,NA,NA,NA,,,CF,C4,CF,Confirmed,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtarukâ€”canyon,Traveling
2023-06-12,American Tree Sparrow,1,0,0,NA,NA,NA,NA,NA,,,CN,C4,CN,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spizelloides arborea,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-22,Bluethroat,1,0,0,nest_w_eggs,Y,NA,NA,NA,Still on eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-23,Bluethroat,1,0,0,NA,NA,NA,NA,NA,Fem,,NE,C4,NE,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-26,Bluethroat,1,0,0,nest_w_chicks,NA,NA,NA,NA,2 babies hatched this morning,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-25,Bluethroat,1,0,0,nest,Y,NA,NA,NA,Fem on nest,,NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-21,Bluethroat,1,0,0,nest,Y,NA,NA,NA,Fem on nest,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-27,Bluethroat,1,4,0,nest_w_chicks,NA,NA,NA,NA,4 chevks,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-14,Bluethroat,1,0,4,nest_w_eggs,NA,NA,NA,NA,"I returned to the spot where Iâ€™d seen the agitated female Bluethroat earlier in the day. Iâ€™d found a Bluethroat nest 20 years ago on the Yukonâ€™s North Slope â€” so knew the kind of nesting micro-habitat yo search. I walked slowly along the edge of a small berm running at the base of a hillside along the alluvial fan. As I neared the spot where Iâ€™d seen the female, I focused intently on suitable-looking nest sites. And then she flushed, just a few metres ahead. The nest was then easy enough to see; a grass-cup ground nest at the base of low willows along the south-east facing hillside. Four bluish-green eggs with a brownish cast at the end. I took a few quick record photos, and moved along. This is only the second-ever nest record for Canada, and a first for Qikiqtaruk.",,NE,C4,NE,Confirmed,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luscinia svecica,Qikiqtarukâ€”RCMP grave willows,Traveling
2023-06-14,Common Eider,16,0,5,nest_w_eggs,NA,NA,NA,NA,Fem flushed from nest w 5 eggs,,NE,C4,NE,Confirmed,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-13,Lapland Longspur,8,0,5,nest_w_eggs,NA,NA,NA,NA,Nest w 5 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-15,Lapland Longspur,14,7,0,nest_w_chicks,NA,NA,NA,NA,Nest w 7 young newly hatched,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-20,Lapland Longspur,4,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--East Gully,Traveling
2023-06-28,Lapland Longspur,25,0,0,NA,NA,NA,NA,NA,Count,,FL,C4,FL,Confirmed,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Ice Creek--west,Traveling
2023-06-12,Mountain Bluebird,2,0,0,pre_nesting,Y,Y,NA,NA,Pair carrying insects to nest hole,,NY,C4,NY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sialia currucoides,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-11,Northern Pintail,1,0,8,nest_w_eggs,NA,NA,NA,NA,F flushed from nest w 8 eggs,,NE,C4,NE,Confirmed,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas acuta,Qikiqtarukâ€”seawatch-June2023,Stationary
2023-06-15,Northern Pintail,3,0,8,nest_w_eggs,NA,NA,NA,NA,Nest w 8 eggs,,NE,C4,NE,Confirmed,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas acuta,Qikiqtarukâ€”seawatch-June2023,Stationary
2023-06-14,Savannah Sparrow,2,0,0,NA,NA,NA,NA,NA,,,NB,C4,NB,Confirmed,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Passerculus sandwichensis,Qikiqtarukâ€”RCMP grave willows,Stationary
2023-06-12,Semipalmated Plover,8,0,4,nest_w_eggs_chicks,NA,NA,NA,NA,Nest w 4 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-27,Semipalmated Plover,12,0,0,NA,NA,NA,NA,NA,Count,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-06-12,Semipalmated Sandpiper,8,0,4,nest_w_eggs,NA,NA,NA,NA,2 nests w 4 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-08-05,Common Eider,30,0,0,NA,NA,NA,NA,NA,Count,,FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-08-15,Common Eider,50,0,0,NA,NA,NA,NA,NA,Count,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-08-02,Common Eider,40,0,3,nest_w_chicks,NA,NA,NA,NA,At least 3 broods small chicks,,FL,C4,FL,Confirmed,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-08-08,Common Eider,60,0,0,NA,NA,NA,NA,NA,Count,,FL,C4,FL,Confirmed,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-08-03,Common Eider,24,0,0,NA,NA,NA,NA,NA,Count,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2023-08-11,Common Eider,40,0,0,NA,NA,NA,NA,NA,Count,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
